162.489,3.534375,
162.49,3.55625,
162.491,3.55,
162.492,3.54375,
162.493,3.546875,
162.494,3.546875,
162.495,3.54375,
162.496,3.540625,
162.497,3.553125,
162.498,3.540625,
162.499,3.5375,
162.5,3.54375,
162.501,3.55,
162.502,3.55,
162.503,3.55625,
162.504,3.5625,
162.505,3.5625,
162.506,3.553125,
162.507,3.553125,
162.508,3.5625,
162.509,3.559375,
162.51,3.553125,
162.511,3.559375,
162.512,3.55625,
162.513,3.546875,
162.514,3.528125,
162.515,3.546875,
162.516,3.55,
162.517,3.553125,
162.518,3.559375,
162.519,3.56875,
162.52,3.5625,
162.521,3.56875,
162.522,3.571875,
162.523,3.5625,
162.524,3.55625,
162.525,3.55625,
162.526,3.565625,
162.527,3.565625,
162.528,3.565625,
162.529,3.565625,
162.53,3.553125,
162.531,3.55,
162.532,3.55625,
162.533,3.5625,
162.534,3.5625,
162.535,3.559375,
162.536,3.565625,
162.537,3.5625,
162.538,3.565625,
162.539,3.5625,
162.54,3.5625,
162.541,3.55625,
162.542,3.55625,
162.543,3.553125,
162.544,3.553125,
162.545,3.546875,
162.546,3.540625,
162.547,3.54375,
162.548,3.546875,
162.549,3.553125,
162.55,3.5625,
162.551,3.55625,
162.552,3.55625,
162.553,3.559375,
162.554,3.5625,
162.555,3.565625,
162.556,3.559375,
162.557,3.559375,
162.558,3.56875,
162.559,3.5625,
162.56,3.565625,
162.561,3.565625,
162.562,3.565625,
162.563,3.553125,
162.564,3.546875,
162.565,3.55,
162.566,3.559375,
162.567,3.55625,
162.568,3.55625,
162.569,3.55625,
162.57,3.559375,
162.571,3.559375,
162.572,3.571875,
162.573,3.58125,
162.574,3.565625,
162.575,3.565625,
162.576,3.5625,
162.577,3.5625,
162.578,3.571875,
162.579,3.59375,
162.58,3.615625,
162.581,3.615625,
162.582,3.615625,
162.583,3.615625,
162.584,3.590625,
162.585,3.565625,
162.586,3.571875,
162.587,3.56875,
162.588,3.56875,
162.589,3.56875,
162.59,3.56875,
162.591,3.55625,
162.592,3.54375,
162.593,3.534375,
162.594,3.5375,
162.595,3.534375,
162.596,3.528125,
162.597,3.53125,
162.598,3.534375,
162.599,3.534375,
162.6,3.54375,
162.601,3.553125,
162.602,3.553125,
162.603,3.55,
162.604,3.55625,
162.605,3.5625,
162.606,3.559375,
